theta1;theta2;theta3;theta4;theta5;theta6;theta7;theta8;y
0.65798253;-12.115.327;-0.41070682;-10.952.648;0.88804801;-1.091.858;-10.721.781;-11.124.794;0.73992992
0.30629678;-15.687.142;-0.6704647;-15.249.478;-0.28376604;-0.81472099;0.078000345;13.182.421;0.65587483
-11.404.326;-11.339.755;0.39270207;-0.68448301;-0.31821707;11.867.789;0.90766678;11.841.116;0.78061672
-0.39455237;13.171.702;-0.34250111;0.40626577;-12.836.594;0.22136344;-0.4183252;-0.62573267;0.41755585
0.66040675;-11.230.382;-1.018.389;14.279.012;-11.469.164;0.8095532;0.092795737;13.632.517;0.50018691
0.20936902;-0.21390219;-0.66691009;0.10883555;0.58854249;-0.077187033;13.879.955;0.53531109;0.8752005
0.28136465;-10.720.407;0.44477283;0.79220887;-12.417.026;0.19530129;-14.275.011;-0.54794609;0.84693665
0.7988045;-0.75371719;14.479.949;0.58489126;0.30494194;-0.53548191;0.33230084;-13.219.078;0.25878124
14.818.124;-0.82320972;-14.685.413;0.22402723;12.215.023;0.81853308;-0.77146274;0.038253449;13.807.817
14.158.061;-0.1117091;-1.421.682;-1.544.002;-0.51842765;0.051303563;-0.62147047;-11.007.741;0.63474522
10.299.966;11.775.678;0.74511533;-0.48564061;15.645.511;14.626.045;0.74131973;0.12938323;0.6018114
0.97765716;-0.65125656;0.76505499;-0.30404895;0.28012646;-0.96829279;-0.19573232;0.561837;0.6655016
0.95435451;-0.36024307;-0.25954684;12.205.619;-11.620.295;-0.64704904;-0.42557678;-0.83313281;0.5867247
-11.358.599;-0.75621424;14.684.714;-0.61584623;10.515.125;12.405.916;0.73758643;-0.3846783;0.52278346
10.617.255;11.910.616;0.2464599;1.020.187;13.119.848;-0.127397;-0.10942181;0.10943214;10.754.453
0.17380888;-0.055535408;-15.091.433;-0.53058034;-0.30991953;14.048.814;-12.206.049;13.943.139;0.8996488
-0.47538068;-0.33058522;10.470.462;15.177.362;-0.0568883;-0.36929441;-0.10684722;1.094.794;0.53725609
-0.65289995;13.316.216;-14.966.213;-1.140.349;-10.774.927;10.558.983;12.096.939;-0.10510577;0.98736793
0.2936188;-0.14129313;10.183.699;10.109.294;-12.793.463;-0.37406345;-10.629.463;-0.93767634;0.59051554
-0.59089562;0.33045447;0.34671014;0.95754998;-0.9138508;-0.55756177;12.992.432;-12.975.708;0.12844967
-0.60834093;-0.38746654;-0.49697035;-0.83667881;0.15609141;0.43019965;-0.8307153;0.66311575;0.91843287
14.981.449;0.37144709;0.91413426;-0.29200384;0.19848322;15.608.298;-0.59424032;-13.842.922;0.38594676
-0.54313131;0.56659421;14.664.426;-0.54079514;-0.46397891;0.56775749;-0.27395322;0.83700414;0.66863669
10.603.468;0.58149006;0.7062382;-0.51634084;-0.66060297;12.832.103;12.431.289;-0.52336731;0.5295714
-10.061.541;-0.39126814;0.80845391;-10.616.644;-0.36573987;-0.11845885;-14.649.531;0.22499731;0.54911753
0.7619058;-0.69024635;0.29668721;0.85347161;11.067.889;0.83184814;-0.8047188;-0.94773237;0.6860805
0.21904103;0.93123412;0.71442503;-0.21474426;0.4305573;0.78437332;-0.35250952;-0.66326585;0.74911292
-0.5240594;-0.16272242;0.17428876;0.48314912;12.886.159;0.83969122;0.41630522;-11.383.366;0.44426469
11.594.775;14.515.207;13.067.943;-0.72979157;-0.37234432;0.6561486;0.51494872;0.27660972;0.66461833
0.038597349;12.421.545;0.41726663;-0.8292729;0.061581963;0.8993339;-0.34459977;-0.57760976;0.76790435
15.375.582;10.072.721;0.96541583;-14.847.013;14.240.694;0.90264016;14.085.959;-0.36600837;0.49784386
-1.001.084;-0.82138269;-0.58217818;0.29605022;-14.603.636;-0.077777917;-0.77120705;-0.26426659;10.036.383
11.522.395;-0.82079811;13.925.027;-0.56668193;0.93227184;-0.31091344;0.53444643;0.68350375;0.45289562
0.91268887;-0.4205299;-10.720.196;10.857.765;15.702.656;-10.536.352;0.62771469;-1.156.845;10.988.242
-0.83506841;0.73747442;-0.40032444;-0.86659549;-10.665.237;0.71021992;0.5326308;0.22263342;0.80606535
-15.003.085;11.494.749;10.385.891;-0.4468053;0.86420118;-13.859.278;15.283.631;0.16310039;0.71013618
-12.625.609;15.706.571;0.87882221;-10.501.765;10.463.213;-15.197.995;15.366.767;-138.207;0.66945639
-15.444.204;-0.76887856;-14.037.339;-0.848421;-11.132.647;10.202.367;-0.10834882;0.48528271;0.74027891
-12.345.358;-11.713.244;0.80488208;0.27732977;0.68673485;0.30533747;11.050.837;0.57200925;0.58216441
13.763.956;-12.291.464;-0.044873996;-10.421.044;-0.25884114;-1.555.617;0.045213858;0.48597116;0.30425846
15.341.733;0.85057499;-0.21501569;-0.26905299;0.76275112;-0.92124182;-0.35610558;-0.42359484;0.82940825
-13.414.937;13.672.913;-0.93713005;-12.218.563;-12.815.405;-15.426.038;-0.33249485;-0.509599;0.76833819
0.72570641;-0.68566079;-15.407.513;0.85183925;-0.091111155;10.220.706;0.65243995;-0.848888;0.84381219
12.849.908;-0.53906506;0.74067701;0.62450558;-13.495.537;-0.28873233;13.998.415;-12.884.527;0.27778986
15.319.977;0.28674021;15.683.713;0.0041980855;0.34955215;10.364.565;-0.25185197;-0.026022683;0.4153642
-0.20838903;0.039626164;-14.874.162;14.421.853;0.14467042;-0.40682478;-11.507.383;-0.68185512;0.92562485
0.48140988;-0.020709182;-135.055;14.218.244;-0.11693959;-13.984.824;-0.81353704;0.59095639;10.459.976
14.548.529;0.65756745;-0.68609185;-14.931.378;1.233.325;11.031.324;-0.90577384;-15.119.951;0.98892919
0.69744732;-0.38683449;-15.006.893;-0.12518879;0.2644891;-13.342.377;0.81711372;0.24094121;10.306.381
0.71489767;15.695.228;-13.784.324;0.81911377;-0.085275172;0.15539054;13.287.927;-0.013990273;0.85555639
-13.067.621;-0.98298415;-12.089.119;0.38614507;-0.65356771;0.98529227;-0.56408266;0.48493843;0.70333599
0.12306309;0.62119476;-15.032.964;-0.59026928;-15.046.321;0.47222485;0.78929433;10.689.016;0.33151418
11.533.755;0.90792848;-12.144.264;0.49374616;14.694.788;10.200.829;-12.759.828;1.401.908;10.163.425
11.557.091;0.83852243;0.062520463;14.454.572;14.696.555;0.86261196;-0.93093987;-0.077106745;0.94331606
-0.46479308;-0.13824101;14.894.753;-0.136419;12.993.846;-0.53094307;-11.749.068;15.446.995;0.58999984
13.635.889;13.618.976;14.018.671;0.56847426;15.463.814;-14.371.079;13.926.274;-0.35676024;0.73227496
-0.080091847;-0.23133994;-0.76441913;0.76359103;-0.36378036;-0.90821009;10.239.463;12.310.013;0.84910982
-15.020.183;11.612.663;15.216.724;0.2683995;-0.51727015;0.71171288;-0.17950801;-1.090.539;0.26977787
14.177.382;-13.124.405;-0.95735937;-0.33664414;-0.9724656;-14.264.808;-10.622.069;-0.63747585;0.85682331
-10.535.738;-10.661.968;0.89865915;0.030350502;14.771.893;-13.684.989;11.588.825;-12.257.021;0.6255134
-1.398.388;0.075507205;-10.131.133;11.628.833;-0.88597861;-0.76075848;-0.5369043;-0.95295508;0.79600872
-0.45258175;-0.15383441;0.037669325;0.73146554;0.5067023;0.21433379;-10.964.169;-0.47663069;10.150.053
-0.7457067;0.035759038;-14.933.711;0.6892111;-0.71207058;-10.988.305;11.029.189;0.32921818;0.73543631
-12.794.327;0.95795106;-0.90361742;0.5187755;-14.437.831;13.789.649;13.609.773;0.82530472;10.241.724
0.77640482;-0.37892142;-0.63914137;11.402.405;-0.0016020643;0.73333263;0.0097835126;0.76487331;0.54729853
-11.399.994;-0.52401522;-0.94379641;0.30673081;13.484.398;0.65354266;10.686.787;-0.17142194;0.86688068
0.60387896;-1.239.629;-0.48497237;-0.12879795;-0.22189477;10.835.998;0.79753261;-0.24800598;0.72824439
-10.922.572;0.59819777;15.023.157;-0.14981607;-0.314845;0.24870801;-10.452.663;0.6568836;0.75393009
-12.401.953;0.81348278;0.44029257;-15.429.575;-11.578.227;-14.242.195;-0.0049152475;0.68609655;0.2938167
0.50495073;-0.0061923779;15.465.418;13.601.046;-0.50134241;-10.633.224;-0.92915549;-15.618.799;0.27994858
12.651.066;-0.40273771;-0.80881399;104.928;-0.31043736;12.616.575;0.5408289;0.63215048;0.4464161
0.34728215;13.195.526;-0.06538652;14.898.005;0.66473576;-10.722.626;10.838.395;-0.31317231;0.93966904
-0.30807885;12.173.983;0.60618815;0.58403723;0.71048498;-1.342.578;11.360.828;-13.193.492;0.78817665
-0.53652896;-0.37963962;0.019234094;-15.633.273;-0.07265236;13.513.051;-0.45624366;-0.94101702;0.96540049
-10.713.708;-0.028343968;-0.31663184;1.438.228;10.113.268;0.81097856;0.54051148;-0.89559274;0.3411769
10.797.181;1.145.008;0.22660469;0.88337665;13.529.541;-12.539.175;-11.095.616;-0.85676954;0.84379256
0.98238075;-12.479.314;0.93473373;-0.25555908;0.2513105;-0.78811027;0.091984299;13.350.885;0.55018395
-13.376.552;-0.71086691;-10.350.836;-0.62426654;14.750.075;-0.814603;0.31652366;-15.646.057;13.876.107
-0.73375778;-0.063257739;14.897.664;0.87166988;0.1441792;0.028222872;1.096.809;-11.981.903;0.50971994
-15.158.097;-13.144.958;0.010047547;0.90908137;10.518.285;-0.038675265;-0.79762712;-0.37569049;12.804.631
-10.391.117;-10.510.054;-0.77687424;13.654.764;0.33905848;0.29449221;-0.54314471;0.37123489;11.696.074
-0.23713135;0.92822628;-0.46635204;0.22693701;-0.29316853;15.221.664;0.83515207;0.14170584;0.62298635
12.145.526;-0.45003198;0.29486287;0.23679135;-12.661.929;10.623.777;-0.23521226;0.32287001;0.43625569
-1.083.855;12.676.167;14.686.808;-0.64566875;0.24477948;-1.430.035;-10.889.509;0.94577585;0.43176381
-13.964.128;-14.480.888;0.62544384;-0.69367249;-14.776.835;-14.137.835;0.92100387;-0.80408518;0.65466066
13.292.896;-0.11001024;0.065645502;-0.10315117;-11.361.926;15.467.318;0.68505335;0.87199755;0.56431531
15.041.897;14.560.058;0.60492716;0.49751454;-13.894.731;-0.75843884;-0.24540374;0.13317277;0.70761894
0.52020887;12.249.914;0.81697233;-11.927.942;-14.160.116;15.014.273;0.41043654;14.208.576;0.59543123
0.09805152;-15.685.794;-10.474.681;-0.78892601;-13.419.065;12.160.907;-0.73048888;1.108.195;0.59206463
-13.842.406;11.323.556;0.68918383;11.830.592;0.071054214;-0.36584171;0.017479894;-10.688.564;0.33681111
-14.373.465;-0.26737967;0.060542659;0.53606504;0.40296999;-0.60473058;-15.251.323;-0.64334173;10.349.249
13.643.007;-13.725.644;-0.33554661;-0.4425325;-0.55708106;-0.65465136;-0.6440574;0.71748834;0.68194586
-0.68316027;0.024576251;-0.37307763;-14.938.999;-0.91532624;-0.86801833;12.554.989;13.939.474;0.53245119
0.64647888;15.044.061;0.30314384;-0.36716005;0.49110149;0.77219069;-0.9084483;12.171.485;0.95693801
-13.984.048;10.149.988;-0.72473899;-0.77093603;0.97882445;0.28967334;-0.15031245;-1.435.806;10.647.813
-0.73489272;0.23707645;-0.73354377;-11.938.007;-14.182.472;-0.92885879;-0.46093335;-10.180.459;0.54700569
14.003.672;10.044.276;-10.605.315;11.444.446;-12.168.305;-0.75581336;0.26064002;-11.830.788;0.30352866
-0.84058187;-15.046.989;10.438.505;-12.908.483;0.49830989;-14.959.946;1.196.669;-0.86582943;0.91288238
0.082694844;0.3467751;13.417.826;0.55082388;-0.39163476;-10.146.692;-0.060774024;-0.13807962;0.65781674
12.682.828;0.59477794;0.9877267;-0.5765658;-0.56887532;-0.98008728;-0.41141033;0.93287027;0.492803
0.32309151;-0.11502975;0.54713749;14.719.426;-12.210.288;-0.95671013;0.072087277;-0.93838959;0.41164399
15.269.409;-12.255.208;0.29806158;-1.102.132;-0.94747749;-0.75588362;-10.838.959;-0.71877004;0.24556497
-0.37524912;-10.473.743;-13.193.683;-0.7025224;0.47900512;0.46462261;10.567.611;-0.94438938;0.73741319
15.060.764;-0.87656189;-12.622.004;-11.887.543;-12.628.505;-10.870.518;15.601.017;-10.262.977;0.93226118
0.81324757;-14.476.805;13.722.397;11.350.386;-0.12899703;14.237.473;0.89655498;14.995.046;0.4149813
-0.81778923;0.46967539;0.80097403;0.84366072;-0.35413209;-0.58957276;13.211.776;0.3181561;0.40690291
-0.11576338;-0.98802794;0.24598212;13.980.313;14.201.176;-0.36616083;0.25550719;0.25888682;0.90812277
-0.98924523;0.67316132;-0.11451668;0.74139206;12.373.931;0.31496433;-0.24779454;0.0050353779;11.073.704
-0.93619775;0.94712281;111.449;10.198.128;-0.47722782;0.021911541;10.689.866;-0.1934048;0.2288507
15.619.727;-0.15692825;10.574.362;-0.53499775;-0.28195959;0.70092776;-0.31082038;0.9939929;0.59682774
0.92702629;14.446.798;0.34045843;-0.46904063;-13.730.276;-0.47950752;0.51043439;-0.95113017;0.52357597
13.728.231;-0.63613855;12.445.637;-0.9098304;-14.769.597;-0.89764866;-0.81873934;-12.212.729;0.40420568
11.808.102;-0.74082116;0.65807897;-13.881.046;-15.376.947;-0.85303581;-0.37634305;1.232.954;0.35148617
0.43668393;-0.84963225;-12.145.034;-0.40764313;-12.931.045;1.255.982;-11.715.789;0.31244256;0.57301464
0.58643883;-12.306.314;-12.315.564;0.5554145;0.33079307;0.92867919;0.77605169;-15.207.378;0.75048984
11.013.168;10.236.533;11.851.632;11.797.504;-0.97992955;0.87887676;-0.79195837;0.95716651;0.41101176
-0.43253206;11.804.219;13.411.785;14.742.668;-14.473.285;-0.48689942;0.48381461;-0.99838095;0.40620174
0.079120895;0.19271281;0.26054623;0.26064108;0.10107942;0.53025055;10.304.228;-0.54220484;0.32572807
0.89119301;-0.057840805;-0.37974347;12.143.964;-0.75986418;-0.77730701;-12.841.623;0.9235963;0.96063494
-0.83287018;-13.782.725;13.677.496;-0.56737076;-0.46321361;-14.566.696;-0.17428096;0.27367493;0.74628311
0.88773306;14.779.597;0.73454046;-10.666.294;-0.36453973;0.18603916;-11.757.442;0.36282112;0.46750074
0.7059534;-0.50442545;-10.375.492;-0.91203196;-0.71363203;0.8754444;-0.11438316;0.10326595;0.79337011
-0.8366512;12.800.112;0.89082538;-0.69063711;0.58723598;15.156.891;0.21697691;14.316.514;0.68106476
0.17205619;-0.47856715;-0.7283906;0.64701365;-12.089.971;-0.9875427;-0.6581127;0.30665547;10.549.975
1.483.061;-0.8009431;0.72579334;13.061.614;0.20783381;-0.59621782;0.64757029;-13.951.404;0.18245952
0.40996123;0.27379265;-0.39565123;-0.79531562;-0.38811336;10.477.316;12.368.374;0.72279106;0.76215307
0.70576402;-0.80018521;10.413.867;0.60712066;-10.748.617;0.5987175;-0.39197133;-0.58952919;0.46135007
-0.878052;0.44534598;0.77379695;-0.015995613;-10.427.274;0.12382216;0.057641058;0.36612166;0.70806572
-13.592.806;-14.853.561;-0.98826247;13.387.031;-13.159.417;13.446.724;11.627.201;-0.97326374;13.856.386
0.23209324;-12.848.247;-0.12700246;-0.50430963;-0.21935714;-0.70804953;11.308.406;0.62921575;10.019.298
-10.669.907;12.599.108;-13.889.081;0.085065994;14.942.566;0.16460397;-0.59730756;0.62829124;13.234.561
-0.70246641;0.98556076;-13.458.274;0.27950122;0.078226808;-12.442.424;-15.596.532;0.79796411;0.79024439
-0.24779974;-12.984.107;0.14657507;0.89606403;-15.693.609;-15.416.306;0.35731343;-0.076290536;10.303.809
0.98157886;-0.88581612;0.47849787;-0.64702457;0.56398843;-14.709.554;-13.582.774;-0.44524227;0.17299678
0.89292216;0.096041668;-0.36343597;-14.898.036;0.7685097;-11.547.579;13.852.889;0.086877544;0.95552125
-0.045377449;-0.60630305;-10.121.709;-0.63643269;12.551.752;0.74415742;0.20817972;-0.68969646;1.122.084
0.74822742;11.912.011;0.16796108;0.59877505;-0.0644084;0.3734252;-0.85768923;0.74856289;0.91823014
-0.33716425;-0.85359298;-13.699.088;10.909.376;1.337.491;-0.74476399;-15.557.425;-0.98209648;11.468.633
0.71366761;13.164.791;0.67463002;10.536.316;11.156.267;-11.432.646;0.11093568;-0.16778212;0.93988189
0.010726284;-0.17230583;0.49883921;-0.77168808;13.134.385;-0.86718029;1.531.576;123.615;0.70876088
12.058.795;0.6042831;-0.92027339;-12.670.541;-10.110.094;-0.85083536;-10.118.188;0.62045045;0.95334999
0.80198648;-0.58301404;-0.97424076;1.477.999;0.83997988;0.53982816;-0.19689763;0.96476625;11.132.536
15.542.989;-0.089502618;-0.083548291;0.15682443;-0.7755515;-0.027705393;-11.613.995;10.666.358;0.70197
0.75823271;0.55238549;0.095790172;-0.048020702;-0.22616352;-0.68882515;-0.92667243;10.196.504;0.54897974
13.173.387;0.53671233;14.499.873;0.30537053;0.19691139;-0.31542254;14.328.501;-0.12335363;0.46902905
-14.327.435;10.116.442;0.6027467;-0.99996944;13.927.411;-1.439.777;-1.537.861;0.24675453;0.58518068
0.18767179;0.40473792;-12.725.553;10.343.187;-0.20728971;13.560.687;-0.94639533;0.3011636;0.65749257
0.040694032;0.88217087;0.12650827;13.623.524;0.10802739;-0.80785644;-0.18271222;0.55089391;0.90308065
-0.92259492;14.700.288;-0.63365649;11.299.256;-0.22428579;0.32031774;-15.082.969;0.60037736;10.195.994
0.84844248;12.885.825;0.1344315;-0.26737491;0.33986943;-11.096.163;-0.43509483;-0.25328546;0.79759713
0.08370962;-0.93384367;0.58518123;-12.925.575;0.77014029;-0.82755479;0.98885858;-0.11076214;0.79686698
-0.52592392;0.28630692;-11.857.164;0.099857035;0.38610105;-0.88274404;0.72099373;13.851.128;1.158.437
12.383.949;-0.95959195;-12.141.729;0.68670737;-13.301.001;1.462.978;0.61870587;0.38870356;0.93832233
0.65177402;10.747.046;11.822.695;-0.72063914;0.58156866;-0.97444791;-0.082097534;15.696.188;0.42507287
-0.36767533;15.436.233;-0.17006459;-0.94230715;0.92978097;-0.42348766;-0.65408081;0.62905524;0.80874171
-0.0065793051;0.40492892;0.57379428;-0.58775574;0.54697298;12.919.098;-0.70354198;10.721.447;0.84627025
-0.6226379;0.95069142;-0.92899362;-12.433.776;0.67474261;-15.597.134;0.52468323;-0.63979474;10.390.602
-0.030031614;0.13051639;0.11974327;0.42779266;-0.75039466;-0.65398533;-0.099557545;0.64138569;0.87745065
10.550.805;0.75723168;-12.357.722;-11.943.447;-15.301.682;0.90126875;12.052.293;0.96494085;0.65007978
-15.526.865;0.20097476;-0.55382727;14.264.976;-0.46020476;-11.358.618;-0.70084842;0.85953309;1.161.907
12.074.859;0.57067299;0.36417363;-14.901.681;-0.060289547;1.029.467;-13.285.457;11.296.529;0.36303447
-0.47351519;0.018596311;0.84373154;-0.47913966;14.480.178;15.008.866;-15.684.528;14.323.756;0.73838288
-0.7155652;15.305.276;-0.55321809;-0.9983418;-10.828.409;15.535.141;0.11746297;-0.088625989;0.96109387
-0.48770231;0.2160941;11.778.767;0.11572577;-0.060484516;0.13572436;12.799.277;-0.4220777;0.20932387
-0.3974595;0.21249389;13.982.599;0.35708208;13.127.674;0.32310112;12.599.287;-0.14374912;0.2400066
-10.758.836;-0.60598648;14.405.514;10.365.058;0.2769127;-14.531.135;12.869.023;-0.10665315;0.38481576
0.63139511;0.22865055;-0.90803159;0.42213483;13.729.921;0.26333645;-0.89901535;1.329.946;0.99682638
-0.44228803;0.76206091;0.57013526;11.038.818;0.88022677;-0.60831974;13.096.194;-0.028965752;0.58172693
-0.52666567;-0.31553942;0.40575982;-13.050.938;0.21157112;-12.873.258;0.77467863;0.11946102;0.85563411
13.382.604;-0.262633;-0.79236965;-0.11153675;-0.40703018;0.064212271;12.637.668;0.3037185;0.74773316
14.803.376;-0.13511738;-0.14548812;0.93264994;14.325.773;-14.922.391;-0.17920048;-0.49124619;0.99133739
-13.796.385;0.45372104;-10.596.673;-1.499.811;0.16043885;-0.72808925;0.96481214;-0.26925644;11.741.291
0.51166009;10.441.712;-0.14026831;0.81539884;10.092.266;-0.49263684;-13.037.036;-14.995.899;0.94193303
0.93197191;0.44871567;-12.950.099;0.78109951;0.61257883;14.909.298;12.626.164;1.390.122;0.53553284
-0.32912103;-13.996.704;-0.27691344;-0.77628536;0.61321968;0.71442319;-0.6645036;-0.24430922;12.449.308
0.80751091;-0.014727298;-13.854.824;0.0062273138;-11.822.573;0.14335798;0.049896605;-0.043543008;0.44470536
0.15552788;0.66412242;-0.31849862;0.98990616;0.37526989;-0.18400919;-0.19299904;0.16374666;0.90375437
0.15207491;-0.17314426;0.26751021;-0.52184361;-11.569.372;-1.315.307;15.303.066;0.054969364;0.64161094
-13.334.375;-0.92082372;0.42504088;0.70117025;-13.266.101;10.223.856;-0.35617032;0.24186223;0.40253083
10.379.092;-0.7987736;-0.31968885;0.45441098;-0.45274884;-12.770.503;-14.205.796;-0.24240211;0.78667695
-11.240.193;-0.96243102;-0.88698447;0.073572347;-0.41242219;-0.023276116;0.42223507;0.59334858;0.97179552
-0.99563351;0.48245961;-0.69087342;-12.570.726;-12.262.962;14.974.035;-0.35294236;0.99452832;0.55808805
-14.898.602;0.2480851;-0.18304824;-0.40932211;-15.128.438;-0.43743865;-0.57524167;-13.769.694;0.47080061
15.541.492;0.67289399;-0.87263407;0.61128952;-14.565.715;-0.70461322;-14.062.265;13.876.954;1.054.428
13.838.352;-0.40418908;-14.063.872;0.93494849;-13.072.233;13.699.691;-0.24752183;-0.1872866;0.71605185
0.90791727;-10.825.695;0.19318444;-0.56716754;-13.446.653;0.33792269;-0.6307147;0.1499719;0.53114761
0.65008563;13.587.866;-15.558.815;-0.79275598;0.82705188;-0.5327957;-0.68827556;1.020.474;0.87640138
-0.47001936;0.88892634;0.91695953;-0.35525836;-12.864.836;-11.582.714;-0.50320792;11.525.613;0.64459308
14.901.082;-12.296.343;-13.148.122;13.404.552;-1.489.699;13.818.086;-0.24809174;0.036882224;0.77139212
-0.52856936;-10.663.874;-0.085553558;0.66939985;11.226.631;14.041.831;-0.78444641;0.98578354;10.572.804
0.75880464;0.01389567;0.95078416;0.55998096;0.19367517;0.46093575;10.735.217;-0.69578099;0.2956075
15.049.271;10.666.696;-1.452.465;-0.61156007;0.40850968;-0.22041526;0.51285175;-0.98323124;0.85551041
0.34771261;-15.531.651;-14.044.097;0.80104359;14.422.104;-0.58147789;-10.309.568;-0.39002609;11.881.838
0.64353833;-0.5517;-11.279.841;14.151.557;-12.994.736;0.59580959;-14.071.513;13.353.259;10.267.279
-0.55487232;15.596.837;14.833.457;-0.47610839;0.099494209;1.516.044;-0.083012288;-0.71507074;0.25673592
-14.921.687;0.15508515;-10.874.115;-0.31719344;0.87188235;-13.061.036;-0.32038631;15.395.831;0.67965548
0.45554165;-10.057.557;-14.798.077;0.21257781;13.385.921;-13.752.522;-0.04286251;-1.525.748;12.791.926
0.22716868;11.748.406;0.86095768;0.80438817;0.77305207;-11.667.416;-0.96548922;-15.681.819;0.72564109
0.9889362;0.63612106;-0.059985864;10.787.764;-0.9410875;0.39609518;-0.65119276;15.297.021;0.68320565
-11.160.233;0.44685583;0.26882892;0.86413676;10.613.364;0.13677751;0.71215505;-10.910.958;0.20394123
1.446.519;-12.420.246;0.59736856;-0.036354271;-0.083021387;-0.8261325;-0.27816547;-0.57058605;0.76676746
-11.414.729;1.176.495;-0.55679803;-15.372.637;-0.47331909;1.030.657;-0.43712261;1.442.674;0.73049629
0.97122129;0.16708166;0.69995452;-0.33352104;-0.56135803;-0.48989947;14.654.792;0.20936475;0.49833737
-0.3992792;-0.44243191;-11.289.102;-0.88687416;-0.5417011;0.37396652;0.2217915;0.20961902;0.96571671
-0.24353865;0.19674497;-15.153.496;1.163.203;-0.034876881;-10.715.658;-14.208.192;1.341.465;0.8727374
0.34118191;-14.043.553;0.41133187;-0.17824695;13.020.937;0.94486107;-0.46179586;-12.084.282;0.75898375
0.83770164;-0.21311656;-13.907.023;1.282.926;-0.046124168;-0.47083324;14.723.949;0.3442561;0.73848996
-13.668.746;-0.43441116;-0.083451147;13.869.539;0.7644962;0.37757565;0.21583539;-0.90145068;0.65736643
14.057.889;-0.087022935;-14.131.098;-0.083782209;-0.22639076;-0.10317685;-0.99404819;1.219.856;0.79910152
-0.82474505;13.877.084;0.30419777;-0.69407154;-0.48080781;0.065909703;0.021879104;0.086677676;0.84616243
-0.78327703;0.03200721;12.807.496;-0.52685519;-0.76049644;-12.378.228;0.15575436;-0.90728959;0.70803223
-12.638.218;0.73283928;-0.63368021;12.944.992;14.768.119;-0.46165315;0.81678745;0.47452338;11.922.517
-0.74562487;-13.549.827;-0.26420181;1.118.843;-0.94611076;0.72936363;-10.132.876;-1.189.235;0.41353278
0.095905101;0.21173791;-13.693.894;-11.795.389;14.584.835;-0.079955826;0.24848468;-0.66092978;11.976.657
0.23999473;-0.74540426;-0.020464386;-10.608.361;-11.150.858;0.78408098;11.053.265;0.42474897;0.78179528
-0.21351976;0.66214565;-15.113.326;-0.93384654;14.941.237;-0.93216124;0.98510706;10.574.029;1.237.785
-0.92786925;11.606.867;-11.903.246;0.23804212;0.9876401;0.28867913;0.50102069;-0.21836091;10.253.232
0.16739308;15.124.806;-0.12384528;1.526.419;-0.90847773;12.110.695;11.864.161;-0.61164293;1.080.576
-1.491.505;-1.506.411;14.083.185;0.27910419;-0.6448361;0.06567845;0.40707934;-0.59152987;0.52754695
-0.95684116;-0.15398095;0.85023297;0.50624125;0.73433922;11.586.815;-0.60634687;12.981.475;0.5782272
0.18335402;0.71444544;-12.393.971;0.96385897;-12.782.544;-0.77247073;0.45478792;-0.39517619;0.26417706
-0.27144421;0.51737944;13.531.456;15.259.712;-14.111.777;12.869.441;0.12566446;-0.39941483;0.60003023
-0.57033824;-0.33218796;0.32838742;-0.9645851;13.609.661;-0.19589336;0.89234822;0.61849498;0.86192714
-0.67567466;-0.47285367;-0.57089107;-11.636.613;-0.17929255;0.0094006626;-0.26687167;-0.48490653;10.432.342
0.79349229;0.97779641;-0.54220254;-12.405.282;-0.58251357;0.9173032;0.88222693;-0.53277628;0.84771354
0.16414954;0.15305142;0.9621983;11.922.222;-11.029.037;13.197.582;-0.72937994;-0.83180173;0.28660442
0.54301826;-0.62915606;-12.521.106;0.60111635;-11.065.729;15.319.882;-0.19411841;-0.0044161306;0.72657694
0.18124041;0.37491831;13.064.168;-0.39947335;0.05774162;-0.36768991;1.566.696;11.763.174;0.48442595
-12.373.092;-0.7827845;0.35681484;-0.36502017;-0.2887194;-0.25161598;-13.691.387;0.32412466;0.69315512
-12.547.524;0.73086085;-0.31330624;0.63644251;12.536.604;-0.32606098;10.527.164;0.041525583;0.86603258
0.88807345;-0.048984477;-0.42872058;-0.4337945;-0.39168087;-11.693.019;-0.44576315;0.48690257;0.65868759
0.14380648;-0.1848296;13.067.784;0.85232105;-13.437.675;1.346.574;0.75726175;-0.47731417;0.61416602
10.707.935;0.60399556;0.14978178;-0.70267821;0.20861227;-0.16500752;0.70636597;14.083.206;0.69355988
-13.573.204;0.86756908;0.96668124;-0.6659512;0.12903856;0.74488338;-0.18571168;0.8857124;0.80312182
-1.380.041;11.020.351;-13.056.875;0.85287608;10.521.645;0.0082631458;14.869.696;13.022.402;10.209.245
0.030151402;-0.92564624;-0.66456564;-0.79897439;-0.29603885;0.64861388;0.12768608;-0.72508103;0.97707217
0.95819846;-0.16945305;-0.99277551;-11.955.141;0.75782332;-0.072951029;0.31211691;-0.19895917;11.787.893
0.63756111;1.427.132;-0.57935772;0.62057655;0.71990111;-0.86681642;-0.71089881;-12.522.284;10.703.437
-0.4830431;-0.25221183;-1.469.595;-0.057551758;11.046.489;-10.184.059;-0.59943221;-0.67381683;11.757.714
-0.62996204;-0.91567572;-0.28122599;0.33813565;-0.97908327;-0.95059794;0.43051431;0.60211271;0.98185954
-0.60484298;0.90065985;15.317.731;-0.095171134;0.20981188;1.440.659;0.56609455;0.63845727;0.26907781
